size,threads,simple,parallel
536870912,1,"5475,508","4071,9354000000003"
536870912,2,"7274,171","5709,3952"
536870912,3,"5950,0142","5619,853000000001"
536870912,4,"4368,8604","5644,911"
536870912,5,"3802,1034","5702,2422"
536870912,6,"3839,0824","4434,0808"
536870912,7,"5782,126200000001","7185,143399999999"
536870912,8,"3807,3126","6091,632"
