size,simple,parallel
1024,0.007,
16384,0.5154000000000001,20.010199999999998
65536,1.3539999999999999,8.732999999999999
262144,5.995,11.6774
1048576,32.251000000000005,39.86879999999999
4194304,136.4236,75.4264
16777216,383.2432,266.15479999999997
67108864,1586.9706,1593.2957999999999
268435456,6933.3546,4491.4342
